"","x"
"9448","LARCENY/THEFT"
"9449","LARCENY/THEFT"
"9450","LARCENY/THEFT"
"9451","LARCENY/THEFT"
"9452","LARCENY/THEFT"
"9453","NON-CRIMINAL"
"9454","LARCENY/THEFT"
"9455","OTHER OFFENSES"
"9456","LARCENY/THEFT"
"9457","LARCENY/THEFT"
"9458","LARCENY/THEFT"
"9459","ASSAULT"
"9460","LARCENY/THEFT"
"9461","WARRANTS"
"9462","MISSING PERSON"
"9463","LARCENY/THEFT"
"9464","OTHER OFFENSES"
"9465","LARCENY/THEFT"
"9466","LARCENY/THEFT"
"9467","DRUG/NARCOTIC"
"9468","OTHER OFFENSES"
"9469","OTHER OFFENSES"
"9470","LARCENY/THEFT"
"9471","ROBBERY"
"9472","LARCENY/THEFT"
"9473","LARCENY/THEFT"
"9474","LARCENY/THEFT"
"9475","LARCENY/THEFT"
"9476","OTHER OFFENSES"
"9477","LARCENY/THEFT"
"9478","NON-CRIMINAL"
"9479","LARCENY/THEFT"
"9480","LARCENY/THEFT"
"9481","LARCENY/THEFT"
"9482","LARCENY/THEFT"
"9483","LARCENY/THEFT"
"9484","WARRANTS"
"9485","WARRANTS"
"9486","WARRANTS"
"9487","LARCENY/THEFT"
"9488","ASSAULT"
"9489","ASSAULT"
"9490","LARCENY/THEFT"
"9491","LARCENY/THEFT"
"9492","LARCENY/THEFT"
"9493","OTHER OFFENSES"
"9494","LARCENY/THEFT"
"9495","ASSAULT"
"9496","LARCENY/THEFT"
"9497","LARCENY/THEFT"
"9498","LARCENY/THEFT"
"9499","LARCENY/THEFT"
"9500","OTHER OFFENSES"
"9501","LARCENY/THEFT"
"9502","LARCENY/THEFT"
"9503","LARCENY/THEFT"
"9504","LARCENY/THEFT"
"9505","LARCENY/THEFT"
"9506","OTHER OFFENSES"
"9507","OTHER OFFENSES"
"9508","LARCENY/THEFT"
"9509","LARCENY/THEFT"
"9510","OTHER OFFENSES"
"9511","LARCENY/THEFT"
"9512","LARCENY/THEFT"
"9513","LARCENY/THEFT"
"9514","LARCENY/THEFT"
"9515","LARCENY/THEFT"
"9516","NON-CRIMINAL"
"9517","LARCENY/THEFT"
"9518","LARCENY/THEFT"
"9519","LARCENY/THEFT"
"9520","LARCENY/THEFT"
"9521","NON-CRIMINAL"
"9522","LARCENY/THEFT"
"9523","LARCENY/THEFT"
"9524","NON-CRIMINAL"
"9525","NON-CRIMINAL"
"9526","NON-CRIMINAL"
"9527","LARCENY/THEFT"
"9528","LARCENY/THEFT"
"9529","LARCENY/THEFT"
"9530","LARCENY/THEFT"
"9531","MISSING PERSON"
"9532","MISSING PERSON"
"9533","LARCENY/THEFT"
"9534","LARCENY/THEFT"
"9535","LARCENY/THEFT"
"9536","NON-CRIMINAL"
"9537","NON-CRIMINAL"
"9538","OTHER OFFENSES"
"9539","OTHER OFFENSES"
"9540","OTHER OFFENSES"
"9541","OTHER OFFENSES"
"9542","LARCENY/THEFT"
"9543","ASSAULT"
"9544","OTHER OFFENSES"
"9545","NON-CRIMINAL"
"9546","OTHER OFFENSES"
"9547","LARCENY/THEFT"
"9548","LARCENY/THEFT"
"9549","LARCENY/THEFT"
"9550","OTHER OFFENSES"
"9551","OTHER OFFENSES"
"9552","LARCENY/THEFT"
"9553","LARCENY/THEFT"
"9554","LARCENY/THEFT"
"9555","LARCENY/THEFT"
"9556","OTHER OFFENSES"
"9557","LARCENY/THEFT"
"9558","LARCENY/THEFT"
"9559","LARCENY/THEFT"
"9560","LARCENY/THEFT"
"9561","LARCENY/THEFT"
"9562","LARCENY/THEFT"
"9563","WARRANTS"
"9564","ASSAULT"
"9565","LARCENY/THEFT"
"9566","NON-CRIMINAL"
"9567","LARCENY/THEFT"
"9568","OTHER OFFENSES"
"9569","OTHER OFFENSES"
"9570","LARCENY/THEFT"
"9571","LARCENY/THEFT"
"9572","LARCENY/THEFT"
"9573","LARCENY/THEFT"
"9574","WARRANTS"
"9575","OTHER OFFENSES"
"9576","WARRANTS"
"9577","WARRANTS"
"9578","LARCENY/THEFT"
"9579","LARCENY/THEFT"
"9580","OTHER OFFENSES"
"9581","OTHER OFFENSES"
"9582","LARCENY/THEFT"
"9583","NON-CRIMINAL"
"9584","LARCENY/THEFT"
"9585","LARCENY/THEFT"
"9586","NON-CRIMINAL"
"9587","ASSAULT"
"9588","LARCENY/THEFT"
"9589","LARCENY/THEFT"
"9590","LARCENY/THEFT"
"9591","LARCENY/THEFT"
"9592","LARCENY/THEFT"
"9593","LARCENY/THEFT"
"9594","LARCENY/THEFT"
"9595","OTHER OFFENSES"
"9596","OTHER OFFENSES"
"9597","MISSING PERSON"
"9598","MISSING PERSON"
"9599","NON-CRIMINAL"
"9600","ASSAULT"
"9601","LARCENY/THEFT"
"9602","LARCENY/THEFT"
"9603","LARCENY/THEFT"
"9604","OTHER OFFENSES"
"9605","LARCENY/THEFT"
"9606","LARCENY/THEFT"
"9607","NON-CRIMINAL"
"9608","LARCENY/THEFT"
"9609","LARCENY/THEFT"
"9610","LARCENY/THEFT"
"9611","ASSAULT"
"9612","ASSAULT"
"9613","ASSAULT"
"9614","WARRANTS"
"9615","WARRANTS"
"9616","WARRANTS"
"9617","OTHER OFFENSES"
"9618","LARCENY/THEFT"
"9619","LARCENY/THEFT"
"9620","NON-CRIMINAL"
"9621","NON-CRIMINAL"
"9622","LARCENY/THEFT"
"9623","OTHER OFFENSES"
"9624","NON-CRIMINAL"
"9625","LARCENY/THEFT"
"9626","OTHER OFFENSES"
"9627","OTHER OFFENSES"
"9628","NON-CRIMINAL"
"9629","NON-CRIMINAL"
"9630","NON-CRIMINAL"
"9631","NON-CRIMINAL"
"9632","NON-CRIMINAL"
"9633","NON-CRIMINAL"
"9634","LARCENY/THEFT"
"9635","LARCENY/THEFT"
"9636","VANDALISM"
"9637","LARCENY/THEFT"
"9638","LARCENY/THEFT"
"9639","LARCENY/THEFT"
"9640","LARCENY/THEFT"
"9641","MISSING PERSON"
"9642","NON-CRIMINAL"
"9643","LARCENY/THEFT"
"9644","LARCENY/THEFT"
"9645","NON-CRIMINAL"
"9646","LARCENY/THEFT"
"9647","LARCENY/THEFT"
"9648","LARCENY/THEFT"
"9649","LARCENY/THEFT"
"9650","LARCENY/THEFT"
"9651","LARCENY/THEFT"
"9652","NON-CRIMINAL"
"9653","LARCENY/THEFT"
"9654","LARCENY/THEFT"
"9655","OTHER OFFENSES"
"9656","OTHER OFFENSES"
"9657","LARCENY/THEFT"
"9658","OTHER OFFENSES"
"9659","OTHER OFFENSES"
"9660","LARCENY/THEFT"
"9661","VEHICLE THEFT"
"9662","VEHICLE THEFT"
"9663","VEHICLE THEFT"
"9664","NON-CRIMINAL"
"9665","NON-CRIMINAL"
"9666","OTHER OFFENSES"
"9667","OTHER OFFENSES"
"9668","LARCENY/THEFT"
"9669","LARCENY/THEFT"
"9670","LARCENY/THEFT"
"9671","DRUG/NARCOTIC"
"9672","DRUG/NARCOTIC"
"9673","LARCENY/THEFT"
"9674","LARCENY/THEFT"
"9675","ASSAULT"
"9676","ASSAULT"
"9677","OTHER OFFENSES"
"9678","NON-CRIMINAL"
"9679","NON-CRIMINAL"
"9680","NON-CRIMINAL"
"9681","LARCENY/THEFT"
"9682","LARCENY/THEFT"
"9683","WARRANTS"
"9684","LARCENY/THEFT"
"9685","LARCENY/THEFT"
"9686","LARCENY/THEFT"
"9687","LARCENY/THEFT"
"9688","NON-CRIMINAL"
"9689","NON-CRIMINAL"
"9690","LARCENY/THEFT"
"9691","LARCENY/THEFT"
"9692","LARCENY/THEFT"
"9693","LARCENY/THEFT"
"9694","LARCENY/THEFT"
"9695","LARCENY/THEFT"
"9696","LARCENY/THEFT"
"9697","NON-CRIMINAL"
"9698","NON-CRIMINAL"
"9699","NON-CRIMINAL"
"9700","NON-CRIMINAL"
"9701","LARCENY/THEFT"
"9702","LARCENY/THEFT"
"9703","LARCENY/THEFT"
"9704","LARCENY/THEFT"
"9705","NON-CRIMINAL"
"9706","LARCENY/THEFT"
"9707","LARCENY/THEFT"
"9708","LARCENY/THEFT"
"9709","NON-CRIMINAL"
"9710","LARCENY/THEFT"
"9711","LARCENY/THEFT"
"9712","LARCENY/THEFT"
"9713","LARCENY/THEFT"
"9714","LARCENY/THEFT"
"9715","LARCENY/THEFT"
"9716","NON-CRIMINAL"
"9717","NON-CRIMINAL"
"9718","VEHICLE THEFT"
"9719","NON-CRIMINAL"
"9720","LARCENY/THEFT"
"9721","LARCENY/THEFT"
"9722","LARCENY/THEFT"
"9723","LARCENY/THEFT"
"9724","VEHICLE THEFT"
"9725","LARCENY/THEFT"
"9726","LARCENY/THEFT"
"9727","NON-CRIMINAL"
"9728","NON-CRIMINAL"
"9729","LARCENY/THEFT"
"9730","LARCENY/THEFT"
"9731","LARCENY/THEFT"
"9732","LARCENY/THEFT"
"9733","LARCENY/THEFT"
"9734","LARCENY/THEFT"
"9735","NON-CRIMINAL"
"9736","NON-CRIMINAL"
"9737","NON-CRIMINAL"
"9738","LARCENY/THEFT"
"9739","LARCENY/THEFT"
"9740","LARCENY/THEFT"
"9741","NON-CRIMINAL"
"9742","OTHER OFFENSES"
"9743","NON-CRIMINAL"
"9744","NON-CRIMINAL"
"9745","SUSPICIOUS OCC"
"9746","LARCENY/THEFT"
"9747","LARCENY/THEFT"
"9748","LARCENY/THEFT"
"9749","LARCENY/THEFT"
"9750","LARCENY/THEFT"
"9751","LARCENY/THEFT"
"9752","NON-CRIMINAL"
"9753","LARCENY/THEFT"
"9754","LARCENY/THEFT"
"9755","OTHER OFFENSES"
"9756","OTHER OFFENSES"
"9757","OTHER OFFENSES"
"9758","LARCENY/THEFT"
"9759","ROBBERY"
"9760","OTHER OFFENSES"
"9761","LARCENY/THEFT"
"9762","NON-CRIMINAL"
"9763","NON-CRIMINAL"
"9764","VEHICLE THEFT"
"9765","VEHICLE THEFT"
"9766","VEHICLE THEFT"
"9767","OTHER OFFENSES"
"9768","LARCENY/THEFT"
"9769","LARCENY/THEFT"
"9770","LARCENY/THEFT"
"9771","NON-CRIMINAL"
"9772","OTHER OFFENSES"
"9773","LARCENY/THEFT"
"9774","NON-CRIMINAL"
"9775","NON-CRIMINAL"
"9776","NON-CRIMINAL"
"9777","ASSAULT"
"9778","LARCENY/THEFT"
"9779","NON-CRIMINAL"
"9780","OTHER OFFENSES"
"9781","LARCENY/THEFT"
"9782","LARCENY/THEFT"
"9783","LARCENY/THEFT"
"9784","OTHER OFFENSES"
"9785","OTHER OFFENSES"
"9786","OTHER OFFENSES"
"9787","OTHER OFFENSES"
"9788","OTHER OFFENSES"
"9789","LARCENY/THEFT"
"9790","NON-CRIMINAL"
"9791","NON-CRIMINAL"
"9792","NON-CRIMINAL"
"9793","NON-CRIMINAL"
"9794","NON-CRIMINAL"
"9795","NON-CRIMINAL"
"9796","OTHER OFFENSES"
"9797","OTHER OFFENSES"
"9798","OTHER OFFENSES"
"9799","NON-CRIMINAL"
"9800","NON-CRIMINAL"
"9801","NON-CRIMINAL"
"9802","NON-CRIMINAL"
"9803","NON-CRIMINAL"
"9804","NON-CRIMINAL"
"9805","NON-CRIMINAL"
"9806","OTHER OFFENSES"
"9807","LARCENY/THEFT"
"9808","OTHER OFFENSES"
"9809","NON-CRIMINAL"
"9810","LARCENY/THEFT"
"9811","LARCENY/THEFT"
"9812","NON-CRIMINAL"
"9813","NON-CRIMINAL"
"9814","LARCENY/THEFT"
"9815","LARCENY/THEFT"
"9816","LARCENY/THEFT"
"9817","LARCENY/THEFT"
"9818","LARCENY/THEFT"
"9819","LARCENY/THEFT"
"9820","LARCENY/THEFT"
"9821","LARCENY/THEFT"
"9822","LARCENY/THEFT"
"9823","LARCENY/THEFT"
"9824","LARCENY/THEFT"
"9825","LARCENY/THEFT"
"9826","LARCENY/THEFT"
"9827","LARCENY/THEFT"
"9828","LARCENY/THEFT"
"9829","LARCENY/THEFT"
"9830","LARCENY/THEFT"
"9831","LARCENY/THEFT"
"9832","LARCENY/THEFT"
"9833","LARCENY/THEFT"
"9834","LARCENY/THEFT"
"9835","OTHER OFFENSES"
"9836","WARRANTS"
"9837","LARCENY/THEFT"
"9838","LARCENY/THEFT"
"9839","LARCENY/THEFT"
"9840","LARCENY/THEFT"
"9841","LARCENY/THEFT"
"9842","LARCENY/THEFT"
"9843","LARCENY/THEFT"
"9844","LARCENY/THEFT"
"9845","LARCENY/THEFT"
"9846","LARCENY/THEFT"
"9847","LARCENY/THEFT"
"9848","LARCENY/THEFT"
"9849","NON-CRIMINAL"
"9850","LARCENY/THEFT"
"9851","VANDALISM"
"9852","LARCENY/THEFT"
"9853","LARCENY/THEFT"
"9854","LARCENY/THEFT"
"9855","NON-CRIMINAL"
"9856","NON-CRIMINAL"
"9857","NON-CRIMINAL"
"9858","NON-CRIMINAL"
"9859","LARCENY/THEFT"
"9860","LARCENY/THEFT"
"9861","LARCENY/THEFT"
"9862","ASSAULT"
"9863","ASSAULT"
"9864","ASSAULT"
"9865","NON-CRIMINAL"
"9866","NON-CRIMINAL"
"9867","LARCENY/THEFT"
"9868","OTHER OFFENSES"
"9869","LARCENY/THEFT"
"9870","OTHER OFFENSES"
"9871","LARCENY/THEFT"
"9872","LARCENY/THEFT"
"9873","LARCENY/THEFT"
"9874","NON-CRIMINAL"
"9875","NON-CRIMINAL"
"9876","LARCENY/THEFT"
"9877","LARCENY/THEFT"
"9878","LARCENY/THEFT"
"9879","LARCENY/THEFT"
"9880","NON-CRIMINAL"
"9881","LARCENY/THEFT"
"9882","LARCENY/THEFT"
"9883","LARCENY/THEFT"
"9884","LARCENY/THEFT"
"9885","LARCENY/THEFT"
"9886","LARCENY/THEFT"
"9887","LARCENY/THEFT"
"9888","LARCENY/THEFT"
"9889","OTHER OFFENSES"
"9890","LARCENY/THEFT"
"9891","LARCENY/THEFT"
"9892","OTHER OFFENSES"
"9893","OTHER OFFENSES"
"9894","NON-CRIMINAL"
"9895","NON-CRIMINAL"
"9896","LARCENY/THEFT"
"9897","OTHER OFFENSES"
"9898","OTHER OFFENSES"
"9899","NON-CRIMINAL"
"9900","OTHER OFFENSES"
"9901","LARCENY/THEFT"
"9902","LARCENY/THEFT"
"9903","LARCENY/THEFT"
"9904","NON-CRIMINAL"
"9905","NON-CRIMINAL"
"9906","LARCENY/THEFT"
"9907","NON-CRIMINAL"
"9908","LARCENY/THEFT"
"9909","LARCENY/THEFT"
"9910","NON-CRIMINAL"
"9911","NON-CRIMINAL"
"9912","NON-CRIMINAL"
"9913","VEHICLE THEFT"
"9914","LARCENY/THEFT"
"9915","LARCENY/THEFT"
"9916","NON-CRIMINAL"
"9917","LARCENY/THEFT"
"9918","LARCENY/THEFT"
"9919","LARCENY/THEFT"
"9920","LARCENY/THEFT"
"9921","NON-CRIMINAL"
"9922","LARCENY/THEFT"
"9923","LARCENY/THEFT"
"9924","LARCENY/THEFT"
"9925","OTHER OFFENSES"
"9926","LARCENY/THEFT"
"9927","LARCENY/THEFT"
"9928","LARCENY/THEFT"
"9929","LARCENY/THEFT"
"9930","LARCENY/THEFT"
"9931","LARCENY/THEFT"
"9932","NON-CRIMINAL"
"9933","LARCENY/THEFT"
"9934","LARCENY/THEFT"
"9935","LARCENY/THEFT"
"9936","LARCENY/THEFT"
"9937","LARCENY/THEFT"
"9938","LARCENY/THEFT"
"9939","LARCENY/THEFT"
"9940","LARCENY/THEFT"
"9941","LARCENY/THEFT"
"9942","LARCENY/THEFT"
"9943","VEHICLE THEFT"
"9944","OTHER OFFENSES"
"9945","LARCENY/THEFT"
"9946","LARCENY/THEFT"
"9947","LARCENY/THEFT"
"9948","NON-CRIMINAL"
"9949","LARCENY/THEFT"
"9950","LARCENY/THEFT"
"9951","LARCENY/THEFT"
"9952","LARCENY/THEFT"
"9953","VEHICLE THEFT"
"9954","LARCENY/THEFT"
"9955","OTHER OFFENSES"
"9956","LARCENY/THEFT"
"9957","LARCENY/THEFT"
"9958","LARCENY/THEFT"
"9959","LARCENY/THEFT"
"9960","LARCENY/THEFT"
"9961","LARCENY/THEFT"
"9962","LARCENY/THEFT"
"9963","NON-CRIMINAL"
"9964","NON-CRIMINAL"
"9965","LARCENY/THEFT"
"9966","OTHER OFFENSES"
"9967","OTHER OFFENSES"
"9968","VEHICLE THEFT"
"9969","LARCENY/THEFT"
"9970","LARCENY/THEFT"
"9971","LARCENY/THEFT"
"9972","LARCENY/THEFT"
"9973","LARCENY/THEFT"
"9974","LARCENY/THEFT"
"9975","LARCENY/THEFT"
"9976","OTHER OFFENSES"
"9977","WARRANTS"
"9978","LARCENY/THEFT"
"9979","LARCENY/THEFT"
"9980","LARCENY/THEFT"
"9981","WARRANTS"
"9982","WARRANTS"
"9983","LARCENY/THEFT"
"9984","LARCENY/THEFT"
"9985","LARCENY/THEFT"
"9986","LARCENY/THEFT"
"9987","LARCENY/THEFT"
"9988","NON-CRIMINAL"
"9989","LARCENY/THEFT"
"9990","LARCENY/THEFT"
"9991","LARCENY/THEFT"
"9992","LARCENY/THEFT"
"9993","LARCENY/THEFT"
"9994","LARCENY/THEFT"
"9995","VANDALISM"
"9996","OTHER OFFENSES"
"9997","NON-CRIMINAL"
"9998","OTHER OFFENSES"
"9999","OTHER OFFENSES"
